index,id,question,answerable,No Steering_probability,No Steering_perturbation_l2,Mean-S_probability,Mean-S_perturbation_l2,L2S_probability,L2S_perturbation_l2,P2S_probability,P2S_perturbation_l2
0,3558,What is this? ,1,0.25091278553009033,0.0,0.33111974596977234,6.470016956329346,0.36296921968460083,5.817712306976318,0.4455295503139496,16.47707748413086
1,1859,What is the setting on this dryer?,1,0.30404165387153625,0.0,0.3812195658683777,6.470016956329346,0.37387582659721375,4.521575927734375,0.622459352016449,15.790999412536621
2,945,Do I have icons on my desktop on the screen?,1,0.3486451506614685,0.0,0.41111084818840027,6.470016956329346,0.39981165528297424,4.363977909088135,0.3106943964958191,13.550253868103027
3,9,Is this shampoo or conditioner?,0,0.13846179842948914,0.0,0.15203224122524261,6.470016956329346,0.15002882480621338,3.5004563331604004,0.1490352898836136,14.059727668762207
4,1844,What is on this label?,1,0.30074557662010193,0.0,0.3593641519546509,6.470016956329346,0.3208213150501251,3.783433198928833,0.44167301058769226,14.003979682922363
5,3461,What is what is this,1,0.22000709176063538,0.0,0.2628418505191803,6.470016956329346,0.2628418505191803,3.773704767227173,0.6825737357139587,16.338117599487305
6,920,It is a box.,1,0.2689414322376251,0.0,0.30404165387153625,6.470016956329346,0.29098084568977356,3.4698832035064697,0.2751297354698181,13.14818000793457
7,2760,What is this?,1,0.32423537969589233,0.0,0.4263215959072113,6.470016956329346,0.4765796661376953,6.105162143707275,0.5506073832511902,17.36821937561035
8,2685,What am I looking at?,1,0.2568320035934448,0.0,0.3557748794555664,6.470016956329346,0.37387582659721375,5.692297458648682,0.5234203934669495,16.739620208740234
9,1846,What flavor is this?,0,0.18010665476322174,0.0,0.2254166156053543,6.470016956329346,0.22270014882087708,4.331923484802246,0.12940272688865662,16.27722930908203
10,2785,What color is this shirt? ,1,0.5,0.0,0.5888891220092773,6.470016956329346,0.596433162689209,5.015408992767334,0.6261242032051086,13.551362037658691
11,2637,"Thank you for the beautiful color comment. I was wondering though, I'm trying to get the status of this light blinking, because my computer hasn't been turned on all day.",0,0.10230470448732376,0.0,0.09670579433441162,6.470016956329346,0.10158944129943848,3.51189923286438,0.18713268637657166,14.79829216003418
12,1034,Is it a box?,1,0.034618839621543884,0.0,0.03676946461200714,6.470016956329346,0.03514484688639641,3.4378767013549805,0.024053553119301796,11.197578430175781
13,1015,What this is say,1,0.2018132209777832,0.0,0.23651622235774994,6.470016956329346,0.2254166156053543,3.7309136390686035,0.5273165106773376,15.637273788452148
14,2668,What type of bottle is that?,1,0.18713268637657166,0.0,0.2628418505191803,6.470016956329346,0.230919748544693,3.6450772285461426,0.16026602685451508,14.314905166625977
15,53,Can you tell me if there is a model on here please? Thank you.,0,0.28776782751083374,0.0,0.32423537969589233,6.470016956329346,0.31742629408836365,3.671204090118408,0.2146914154291153,14.698001861572266
16,55,What's the name of the drink?,1,0.43014732003211975,0.0,0.5039061903953552,6.470016956329346,0.4843800961971283,4.403201580047607,0.5428633093833923,12.425385475158691
17,2676,Please tell me where I am right now.  What's the name of this street?,0,0.20689405500888824,0.0,0.23370634019374847,6.470016956329346,0.2254166156053543,3.471027374267578,0.23651622235774994,12.019211769104004
18,2720,Hi what kind of chips are these? Thank you.,0,0.24508501589298248,0.0,0.2782568037509918,6.470016956329346,0.29098084568977356,3.828922748565674,0.19682620465755463,16.044736862182617
19,955,What does this say?,1,0.2689414322376251,0.0,0.32766830921173096,6.470016956329346,0.30404165387153625,3.811814308166504,0.4765796661376953,14.607254028320312
20,1758,What is this?,1,0.14414885640144348,0.0,0.22000709176063538,6.470016956329346,0.22815649211406708,5.94894552230835,0.1755380630493164,16.936817169189453
21,3648,OK can you see the bishop now?,1,0.28140559792518616,0.0,0.314050555229187,6.470016956329346,0.31742629408836365,4.103634834289551,0.30404165387153625,15.526362419128418
22,78,What's on my computer screen?,1,0.27202457189559937,0.0,0.33111974596977234,6.470016956329346,0.3106943964958191,3.809436321258545,0.36296921968460083,14.985774993896484
23,1043,Which one of these cards is my slate card?,1,0.29421496391296387,0.0,0.37022536993026733,6.470016956329346,0.35220178961753845,3.6627886295318604,0.22815649211406708,15.136225700378418
24,2630,What is the object in this image?,1,0.24798743426799774,0.0,0.3073580265045166,6.470016956329346,0.3106943964958191,4.858145713806152,0.32423537969589233,15.309367179870605
25,56,Where do you think I could get a power cord? ,1,0.22815649211406708,0.0,0.2751297354698181,6.470016956329346,0.2568320035934448,3.4693281650543213,0.19682620465755463,11.871358871459961
26,1020,What is this?,1,0.2658804953098297,0.0,0.36296921968460083,6.470016956329346,0.3849121630191803,5.895520210266113,0.6001883149147034,16.07050895690918
27,3662,What kind of oatmeal is this?,1,0.3557748794555664,0.0,0.42250463366508484,6.470016956329346,0.4687906503677368,5.454689979553223,0.4455295503139496,13.007428169250488
28,2771,What's on the screen?,0,0.07696083933115005,0.0,0.09947021305561066,6.470016956329346,0.08269733935594559,3.5421347618103027,0.05707140266895294,18.374364852905273
29,949,Is it still checking for problems?,1,0.2628418505191803,0.0,0.29421496391296387,6.470016956329346,0.29098084568977356,4.241559982299805,0.16667540371418,12.64461898803711
30,956,"What option is highlighted? Is there a way, does it say how to change options, change what's highlighted? I'm trying to switch to USB, flash drive.",0,0.13477592170238495,0.0,0.1561049073934555,6.470016956329346,0.14033624529838562,3.4706273078918457,0.2030746340751648,13.787267684936523
31,2593,What is this?,1,0.36296921968460083,0.0,0.4765796661376953,6.470016956329346,0.5156199336051941,6.728931903839111,0.5698526501655579,16.358619689941406
32,1813,What is this?,1,0.14804719388484955,0.0,0.21733751893043518,6.470016956329346,0.2120688110589981,5.0069098472595215,0.46101680397987366,16.49187660217285
33,62,What is this?,1,0.17328819632530212,0.0,0.230919748544693,6.470016956329346,0.2120688110589981,4.540412902832031,0.47268345952033997,16.050189971923828
34,1838,what's currently being displayed on the tv screen?,1,0.05108273774385452,0.0,0.06954174488782883,6.470016956329346,0.0627892017364502,3.6006977558135986,0.06008664518594742,15.809210777282715
35,1055,What does the screen say?,1,0.44167301058769226,0.0,0.5195213556289673,6.470016956329346,0.5078118443489075,4.1769633293151855,0.6842640042304993,15.242019653320312
36,2595,how many nachos over to the left and or right is the setting bulky?,1,0.24508501589298248,0.0,0.29098084568977356,6.470016956329346,0.2782568037509918,3.702650785446167,0.23651622235774994,13.91125774383545
37,168,"Okay, I've turn the package over and I need to know the grilling instruction for these burgers, thank you.",0,0.32423537969589233,0.0,0.37022536993026733,6.470016956329346,0.3486451506614685,3.5249381065368652,0.16885696351528168,15.658889770507812
38,2672,What is this?,1,0.20946969091892242,0.0,0.29098084568977356,6.470016956329346,0.29098084568977356,5.3053154945373535,0.3923368453979492,16.56096839904785
39,3564,Tell me what this is? Tell me what this is.,1,0.2658804953098297,0.0,0.32766830921173096,6.470016956329346,0.34510529041290283,5.26011323928833,0.562176525592804,17.24934959411621
40,3551,Does this sweater and this shirt go together?,1,0.2146914154291153,0.0,0.25091278553009033,6.470016956329346,0.24508501589298248,3.888016939163208,0.10521053522825241,12.669057846069336
41,3554,What colors is my keyboard?,0,0.10970577597618103,0.0,0.13117322325706482,6.470016956329346,0.1208532303571701,3.5163965225219727,0.09877259284257889,18.976593017578125
42,2757,What is the title of this book?,1,0.22135069966316223,0.0,0.2782568037509918,6.470016956329346,0.2393493503332138,3.9327564239501953,0.2643583416938782,8.109442710876465
43,3646,What does this label read?,1,0.562176525592804,0.0,0.596433162689209,6.470016956329346,0.6150878667831421,4.388075351715088,0.5389832258224487,12.45099925994873
44,2790,What is this?,1,0.2689414322376251,0.0,0.37387582659721375,6.470016956329346,0.39981165528297424,6.128133773803711,0.531209409236908,16.259859085083008
45,119,What does this say?,0,0.2422056347131729,0.0,0.30404165387153625,6.470016956329346,0.28140559792518616,3.670220136642456,0.19314737617969513,14.836292266845703
46,3597,What color is this t-shirt?,1,0.49218812584877014,0.0,0.5698526501655579,6.470016956329346,0.5851011276245117,5.043817043304443,0.46490156650543213,11.661916732788086
47,1917,What kind of shirt am I wearing?,0,0.05921025201678276,0.0,0.07055959850549698,6.470016956329346,0.06371499598026276,3.456890106201172,0.13846179842948914,18.507972717285156
48,1915,What is in this box?,1,0.24508501589298248,0.0,0.3208213150501251,6.470016956329346,0.3415825068950653,5.145147323608398,0.2751297354698181,14.79554557800293
49,1928,What is the expiration date?,0,0.15203224122524261,0.0,0.18713268637657166,6.470016956329346,0.15817435085773468,3.4634339809417725,0.13206614553928375,16.546030044555664
50,874,What does this say?,0,0.20946969091892242,0.0,0.2598256468772888,6.470016956329346,0.22270014882087708,3.4583089351654053,0.32423537969589233,14.635791778564453
51,7,What is seen on the laptop screen? What is seen on the laptop screen?,0,0.2568320035934448,0.0,0.3380771279335022,6.470016956329346,0.28776782751083374,3.644765853881836,0.22270014882087708,15.161865234375
52,3573,What is in this box?,1,0.17781086266040802,0.0,0.24508501589298248,6.470016956329346,0.2393493503332138,4.4121317863464355,0.23370634019374847,14.596332550048828
53,24,Can you tell me what the error message is on the Windows screen?,1,0.16885696351528168,0.0,0.20946969091892242,6.470016956329346,0.18010665476322174,3.723954200744629,0.16885696351528168,15.715493202209473
54,173,What's on this channel?,1,0.29098084568977356,0.0,0.37022536993026733,6.470016956329346,0.35220178961753845,4.484664440155029,0.32766830921173096,13.190574645996094
55,1017,How much is this bill?,1,0.12940272688865662,0.0,0.14804719388484955,6.470016956329346,0.14033624529838562,3.562676429748535,0.13477592170238495,15.636853218078613
56,890,What is this?,1,0.25091278553009033,0.0,0.34510529041290283,6.470016956329346,0.36296921968460083,6.102883815765381,0.5156199336051941,16.079164505004883
57,1076,What does my screen say?,1,0.23370634019374847,0.0,0.29421496391296387,6.470016956329346,0.29421496391296387,4.119954586029053,0.3593641519546509,13.295620918273926
58,3478,can you tell me what this is please?,0,0.29746994376182556,0.0,0.36658975481987,6.470016956329346,0.38861799240112305,5.535547733306885,0.17895591259002686,14.624648094177246
59,933,"Can you please tell me if this has, this computer screen has an error message on it?",1,0.46101680397987366,0.0,0.5506073832511902,6.470016956329346,0.5428633093833923,4.743990898132324,0.4843800961971283,14.331850051879883
60,2761,What is it?,1,0.23370634019374847,0.0,0.3345894515514374,6.470016956329346,0.3415825068950653,5.583346843719482,0.5350984334945679,16.916959762573242
61,3517,"Hi, what's outside the window? ",1,0.41869691014289856,0.0,0.4843800961971283,6.470016956329346,0.49609383940696716,4.783605098724365,0.581303060054779,17.5473575592041
62,2733,How much money is this?,1,0.2422056347131729,0.0,0.3073580265045166,6.470016956329346,0.3208213150501251,5.181572437286377,0.314050555229187,17.27434730529785
63,975,What letters do I type to win the prize?,1,0.14033624529838562,0.0,0.16885696351528168,6.470016956329346,0.16026602685451508,3.699225425720215,0.24508501589298248,13.818920135498047
64,121,What is this?,0,0.18010665476322174,0.0,0.23651622235774994,6.470016956329346,0.230919748544693,4.202746868133545,0.18952108919620514,17.18380355834961
65,3467,What is this?,0,0.16885696351528168,0.0,0.230919748544693,6.470016956329346,0.20434190332889557,4.174123764038086,0.17328819632530212,17.443225860595703
66,1000,What is that?,0,0.1540575623512268,0.0,0.22000709176063538,6.470016956329346,0.20689405500888824,4.511343479156494,0.11838509887456894,15.923013687133789
67,3547,What is this?,1,0.28140559792518616,0.0,0.37387582659721375,6.470016956329346,0.39606815576553345,5.972015380859375,0.5195213556289673,15.865631103515625
68,2620,What flavor are these?,0,0.18242551386356354,0.0,0.25091278553009033,6.470016956329346,0.23651622235774994,4.327181339263916,0.13206614553928375,16.549407958984375
69,3568,What is this?,1,0.21733751893043518,0.0,0.30074557662010193,6.470016956329346,0.29421496391296387,5.381773948669434,0.38861799240112305,15.464367866516113
70,2714,Can you tell me what brand these are so I can Google search the directions?,0,0.37387582659721375,0.0,0.4493926465511322,6.470016956329346,0.42250463366508484,3.6891276836395264,0.2568320035934448,11.017552375793457
71,2616,What is the picture on that CD?,1,0.3557748794555664,0.0,0.4493926465511322,6.470016956329346,0.43014732003211975,4.48286771774292,0.4263215959072113,16.737417221069336
72,3557,What is this?,1,0.28140559792518616,0.0,0.37387582659721375,6.470016956329346,0.41869691014289856,6.2972235679626465,0.5,16.12652587890625
73,2804,What is this?,1,0.34510529041290283,0.0,0.43782350420951843,6.470016956329346,0.4804786741733551,5.851800918579102,0.39981165528297424,15.000818252563477
74,1879,what is this?,1,0.34510529041290283,0.0,0.46101680397987366,6.470016956329346,0.4687906503677368,6.381356239318848,0.5428633093833923,17.349323272705078
75,2693,What is it?,1,0.2538610100746155,0.0,0.36296921968460083,6.470016956329346,0.3557748794555664,5.049360752105713,0.6150878667831421,16.578824996948242
76,1075,can you read anything on this?,1,0.2598256468772888,0.0,0.31742629408836365,6.470016956329346,0.31742629408836365,4.615102767944336,0.5506073832511902,15.48751163482666
77,61,Please tell me the them of this book,1,0.2018132209777832,0.0,0.2658804953098297,6.470016956329346,0.2422056347131729,3.790747880935669,0.2538610100746155,12.234274864196777
78,113,Please describe this page. Thank you.,1,0.30074557662010193,0.0,0.3345894515514374,6.470016956329346,0.34510529041290283,4.466349124908447,0.44167301058769226,12.932552337646484
